frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
5868.60,-1.60,-4.78,-1.63,-4.81,4.81,5.25,1.70,3.21,3.19,3.18
5927.28,-1.60,-4.89,-1.62,-4.88,4.88,5.35,1.71,3.28,3.26,3.29
5986.56,-1.60,-5.00,-1.61,-4.95,4.95,5.41,1.72,3.35,3.34,3.40
6046.42,-1.42,-4.91,-1.60,-5.01,5.01,5.44,1.73,3.59,3.41,3.49
6106.89,-1.41,-4.97,-1.58,-5.05,5.05,5.43,1.75,3.64,3.46,3.56
6167.96,-1.56,-5.16,-1.57,-5.06,5.06,5.38,1.77,3.50,3.49,3.60
6229.64,-1.60,-5.21,-1.55,-5.05,5.05,5.29,1.78,3.45,3.50,3.61
6291.93,-1.60,-5.19,-1.53,-5.00,5.00,5.17,1.81,3.40,3.47,3.59
6354.85,-1.45,-4.98,-1.49,-4.90,4.90,5.02,1.83,3.45,3.41,3.53
6418.40,-1.55,-4.99,-1.45,-4.76,4.76,4.85,1.85,3.21,3.31,3.44
6482.58,-1.60,-4.92,-1.42,-4.60,4.60,4.66,1.88,3.00,3.18,3.32
6547.41,-1.60,-4.75,-1.41,-4.42,4.42,4.45,1.90,2.82,3.01,3.15
6612.88,-1.52,-4.46,-1.42,-4.24,4.24,4.24,1.93,2.72,2.82,2.94
6679.01,-1.40,-4.10,-1.46,-4.07,4.07,4.02,1.96,2.67,2.60,2.70
6745.80,-1.37,-3.81,-1.53,-3.90,3.90,3.80,1.99,2.53,2.37,2.44
6813.26,-1.37,-3.52,-1.62,-3.74,3.74,3.58,2.02,2.37,2.12,2.15
6881.39,-1.37,-3.21,-1.73,-3.59,3.59,3.37,2.05,2.22,1.86,1.84
6950.21,-1.55,-3.09,-1.87,-3.47,3.47,3.16,2.09,1.92,1.60,1.54
7019.71,-1.71,-2.96,-2.03,-3.37,3.37,2.97,2.12,1.66,1.34,1.25
7089.91,-2.10,-3.06,-2.19,-3.27,3.27,2.78,2.15,1.17,1.08,0.96
7160.81,-2.51,-3.19,-2.36,-3.19,3.19,2.59,2.18,0.68,0.83,0.68
7232.41,-2.84,-3.23,-2.52,-3.12,3.12,2.42,2.20,0.28,0.59,0.39
7304.74,-3.11,-3.22,-2.69,-3.06,3.06,2.26,2.23,-0.05,0.37,0.11
7377.79,-3.36,-3.20,-2.82,-2.99,2.99,2.10,2.25,-0.37,0.17,-0.16
7451.56,-3.46,-3.05,-2.91,-2.90,2.90,1.96,2.27,-0.56,-0.02,-0.41
7526.08,-3.61,-2.95,-2.94,-2.77,2.77,1.82,2.29,-0.84,-0.18,-0.66
7601.34,-3.65,-2.76,-2.91,-2.60,2.60,1.69,2.30,-1.05,-0.31,-0.89
7677.35,-3.53,-2.43,-2.81,-2.40,2.40,1.57,2.31,-1.13,-0.42,-1.10
7754.13,-3.44,-2.15,-2.65,-2.15,2.15,1.45,2.31,-1.29,-0.50,-1.29
7831.67,-3.25,-1.80,-2.42,-1.88,1.88,1.34,2.31,-1.37,-0.54,-1.45
7909.98,-3.16,-1.57,-2.12,-1.57,1.57,1.24,2.31,-1.59,-0.55,-1.59
7989.08,-2.82,-1.14,-1.76,-1.24,1.24,1.14,2.29,-1.58,-0.52,-1.68
8068.98,-2.33,-0.60,-1.35,-0.90,0.90,1.05,2.28,-1.43,-0.45,-1.73
8149.67,-1.75,-0.02,-0.87,-0.54,0.54,0.96,2.25,-1.21,-0.34,-1.73
8231.16,-1.17,0.49,-0.35,-0.17,0.17,0.88,2.22,-1.00,-0.19,-1.66
8313.47,-0.64,0.87,0.16,0.17,-0.17,0.80,2.19,-0.81,-0.01,-1.51
8396.61,-0.11,1.15,0.66,0.46,-0.46,0.73,2.14,-0.57,0.20,-1.26
8480.57,0.51,1.43,1.10,0.68,-0.68,0.66,2.10,-0.17,0.42,-0.92
8565.38,1.19,1.68,1.50,0.85,-0.85,0.59,2.05,0.34,0.65,-0.49
8651.03,1.96,1.91,1.85,0.97,-0.97,0.52,1.99,0.99,0.88,0.05
8737.54,2.80,2.12,2.14,1.05,-1.05,0.46,1.93,1.75,1.09,0.68
8824.92,3.63,2.25,2.37,1.09,-1.09,0.40,1.86,2.54,1.28,1.38
8913.17,4.51,2.37,2.52,1.09,-1.09,0.35,1.79,3.42,1.43,2.14
9002.30,5.23,2.31,2.59,1.05,-1.05,0.29,1.72,4.18,1.54,2.92
9092.32,5.88,2.21,2.57,0.96,-0.96,0.24,1.65,4.92,1.61,3.67
9183.25,6.39,2.02,2.45,0.83,-0.83,0.19,1.57,5.56,1.63,4.37
9275.08,6.80,1.80,2.24,0.65,-0.65,0.14,1.50,6.15,1.59,5.00
9367.83,6.85,1.30,1.97,0.45,-0.45,0.10,1.42,6.40,1.51,5.55
9461.51,6.54,0.58,1.64,0.25,-0.25,0.05,1.34,6.29,1.39,5.96
9556.12,5.90,-0.30,1.30,0.08,-0.08,0.01,1.26,5.82,1.22,6.20
9651.68,5.08,-1.16,0.97,-0.06,0.06,-0.04,1.18,5.14,1.03,6.24
9748.20,3.69,-2.42,0.65,-0.15,0.15,-0.08,1.10,3.84,0.80,6.11
9845.68,2.19,-3.59,0.36,-0.20,0.20,-0.12,1.02,2.38,0.56,5.78
9944.14,0.73,-4.57,0.11,-0.20,0.20,-0.16,0.94,0.93,0.31,5.30
10043.58,-0.37,-5.00,-0.11,-0.16,0.16,-0.20,0.86,-0.21,0.05,4.63
10144.02,-1.05,-4.83,-0.33,-0.12,0.12,-0.24,0.78,-0.93,-0.21,3.78
10245.46,-1.33,-4.12,-0.54,-0.07,0.07,-0.28,0.71,-1.26,-0.47,2.79
10347.91,-1.17,-2.90,-0.73,-0.01,0.01,-0.32,0.63,-1.16,-0.72,1.73
10451.39,-0.90,-1.55,-0.90,0.07,-0.07,-0.36,0.55,-0.97,-0.97,0.65
10555.91,-0.72,-0.32,-1.05,0.16,-0.16,-0.40,0.47,-0.88,-1.21,-0.40
10661.46,-0.68,0.72,-1.18,0.27,-0.27,-0.43,0.40,-0.95,-1.44,-1.40
10768.08,-0.81,1.50,-1.29,0.38,-0.38,-0.47,0.32,-1.19,-1.67,-2.31
10875.76,-0.90,2.20,-1.41,0.49,-0.49,-0.51,0.25,-1.39,-1.90,-3.10
10984.52,-0.91,2.86,-1.55,0.57,-0.57,-0.55,0.17,-1.48,-2.12,-3.77
11094.36,-0.89,3.42,-1.71,0.63,-0.63,-0.59,0.10,-1.52,-2.34,-4.31
11205.31,-0.76,3.95,-1.90,0.66,-0.66,-0.63,0.02,-1.42,-2.56,-4.71
11317.36,-0.43,4.60,-2.09,0.68,-0.68,-0.67,-0.06,-1.11,-2.78,-5.03
11430.53,-0.06,5.18,-2.29,0.71,-0.71,-0.71,-0.13,-0.77,-3.00,-5.24
11544.84,0.30,5.69,-2.50,0.72,-0.72,-0.75,-0.21,-0.42,-3.22,-5.39
11660.29,0.27,5.80,-2.73,0.72,-0.72,-0.79,-0.29,-0.45,-3.45,-5.53
11776.89,0.05,5.75,-3.00,0.69,-0.69,-0.83,-0.37,-0.64,-3.68,-5.70
11894.66,-0.04,5.85,-3.29,0.63,-0.63,-0.88,-0.45,-0.67,-3.92,-5.89
12013.60,-0.25,5.89,-3.59,0.57,-0.57,-0.92,-0.53,-0.82,-4.15,-6.14
12133.74,-0.61,5.79,-3.90,0.49,-0.49,-0.97,-0.62,-1.10,-4.40,-6.40
12255.08,-1.10,5.58,-4.22,0.42,-0.42,-1.01,-0.71,-1.52,-4.64,-6.68
12377.63,-1.70,5.30,-4.36,0.47,-0.47,-1.06,-0.80,-2.17,-4.83,-7.00
12501.41,-2.35,5.00,-4.49,0.53,-0.53,-1.11,-0.90,-2.88,-5.02,-7.35
12626.42,-3.45,4.27,-4.62,0.59,-0.59,-1.16,-0.99,-4.04,-5.21,-7.72
12752.68,-5.12,2.92,-4.74,0.66,-0.66,-1.21,-1.10,-5.78,-5.41,-8.04
12880.21,-7.49,0.81,-4.86,0.74,-0.74,-1.27,-1.21,-8.23,-5.60,-8.30
13009.01,-10.85,-2.37,-4.97,0.83,-0.83,-1.32,-1.32,-11.68,-5.80,-8.48
13139.10,-14.96,-6.38,-5.08,0.92,-0.92,-1.38,-1.44,-15.88,-6.00,-8.58
13270.49,-19.69,-11.10,-5.18,1.02,-1.02,-1.44,-1.57,-20.71,-6.20,-8.59
13403.20,-23.71,-15.20,-5.28,1.13,-1.13,-1.50,-1.71,-24.84,-6.41,-8.51
13537.23,-22.29,-13.92,-5.38,1.23,-1.23,-1.57,-1.85,-23.52,-6.62,-8.37
13672.60,-17.82,-9.63,-5.48,1.35,-1.35,-1.64,-2.01,-19.17,-6.83,-8.19
13809.33,-13.26,-5.27,-5.58,1.46,-1.46,-1.71,-2.17,-14.72,-7.04,-7.99
13947.42,-10.21,-2.42,-5.67,1.58,-1.58,-1.78,-2.35,-11.79,-7.25,-7.79
14086.90,-8.44,-0.81,-5.76,1.71,-1.71,-1.86,-2.54,-10.15,-7.47,-7.63
14227.77,-7.67,-0.13,-5.85,1.84,-1.84,-1.94,-2.74,-9.51,-7.69,-7.54
14370.04,-8.03,-0.44,-5.94,1.97,-1.97,-2.02,-2.95,-10.00,-7.91,-7.59
14513.74,-9.17,-1.39,-6.03,2.10,-2.10,-2.11,-3.18,-11.27,-8.14,-7.78
14658.88,-10.01,-1.89,-6.12,2.24,-2.24,-2.21,-3.42,-12.25,-8.36,-8.12
14805.47,-9.60,-1.02,-6.21,2.38,-2.38,-2.30,-3.67,-11.98,-8.59,-8.58
14953.52,-8.18,0.94,-6.30,2.52,-2.52,-2.41,-3.92,-10.70,-8.82,-9.12
15103.06,-6.40,3.31,-6.39,2.67,-2.67,-2.52,-4.18,-9.07,-9.06,-9.71
15254.09,-4.74,5.57,-6.48,2.81,-2.81,-2.63,-4.43,-7.55,-9.29,-10.31
15406.63,-3.53,7.37,-6.56,2.96,-2.96,-2.75,-4.67,-6.49,-9.53,-10.90
15560.70,-3.19,8.28,-6.65,3.12,-3.12,-2.88,-4.88,-6.31,-9.77,-11.47
15716.30,-3.65,8.32,-6.73,3.27,-3.27,-3.01,-5.04,-6.92,-10.01,-11.97
15873.47,-4.66,7.73,-6.82,3.43,-3.43,-3.16,-5.15,-8.09,-10.25,-12.39
16032.20,-5.95,6.80,-6.90,3.60,-3.60,-3.31,-5.18,-9.55,-10.50,-12.75
16192.52,-7.22,5.86,-6.98,3.76,-3.76,-3.46,-5.13,-10.98,-10.74,-13.08
16354.45,-8.04,5.26,-7.06,3.93,-3.93,-3.63,-5.00,-11.97,-10.99,-13.30
16517.99,-7.70,5.70,-7.14,4.11,-4.11,-3.81,-4.79,-11.81,-11.24,-13.40
16683.17,-7.16,6.20,-7.21,4.28,-4.28,-4.00,-4.51,-11.44,-11.50,-13.36
16850.01,-6.88,6.31,-7.29,4.46,-4.46,-4.19,-4.19,-11.34,-11.75,-13.19
17018.51,-7.30,5.62,-7.36,4.65,-4.65,-4.40,-3.85,-11.95,-12.01,-12.92
17188.69,-8.29,4.44,-7.44,4.83,-4.83,-4.62,-3.49,-13.12,-12.27,-12.73
17360.58,-9.45,3.05,-7.51,5.02,-5.02,-4.85,-3.13,-14.47,-12.53,-12.50
17534.18,-10.49,1.81,-7.58,5.22,-5.22,-5.09,-2.79,-15.71,-12.80,-12.30
17709.53,-10.48,1.65,-7.65,5.42,-5.42,-5.34,-2.46,-15.90,-13.06,-12.13
17886.62,-9.53,2.46,-7.72,5.62,-5.62,-5.59,-2.16,-15.15,-13.33,-11.99
18065.49,-8.35,3.62,-7.78,5.82,-5.82,-5.86,-1.89,-14.17,-13.60,-11.97
18246.14,-7.33,4.80,-7.85,6.03,-6.03,-6.12,-1.64,-13.36,-13.88,-12.13
18428.60,-7.04,5.24,-7.91,6.24,-6.24,-6.39,-1.41,-13.28,-14.15,-12.28
18612.89,-7.48,4.95,-7.97,6.45,-6.45,-6.65,-1.21,-13.93,-14.43,-12.43
18799.02,-7.35,5.23,-8.04,6.67,-6.67,-6.90,-1.03,-14.02,-14.71,-12.58
18987.01,-6.09,6.63,-8.10,6.89,-6.89,-7.13,-0.88,-12.98,-14.99,-12.72
19176.88,-4.50,8.67,-8.16,7.11,-7.11,-7.33,-0.74,-11.61,-15.27,-13.17
19368.65,-3.33,10.30,-8.21,7.34,-7.34,-7.48,-0.62,-10.67,-15.56,-13.63
19562.33,-2.69,11.40,-8.27,7.57,-7.57,-7.58,-0.51,-10.26,-15.84,-14.09
19757.96,-2.67,11.89,-8.33,7.81,-7.81,-7.59,-0.42,-10.48,-16.13,-14.56
19955.54,-3.08,11.93,-8.38,8.04,-8.04,-7.49,-0.34,-11.12,-16.42,-15.01
