frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
5986.56,-1.60,-4.86,-1.61,-4.81,4.81,5.13,1.59,3.21,3.20,3.26
6046.42,-1.42,-4.77,-1.60,-4.86,4.86,5.10,1.60,3.44,3.26,3.35
6106.89,-1.41,-4.83,-1.58,-4.90,4.90,5.04,1.62,3.49,3.32,3.42
6167.96,-1.56,-5.02,-1.57,-4.92,4.92,4.96,1.63,3.36,3.35,3.46
6229.64,-1.60,-5.07,-1.55,-4.90,4.90,4.86,1.65,3.30,3.36,3.47
6291.93,-1.60,-5.05,-1.53,-4.85,4.85,4.73,1.67,3.25,3.33,3.45
6354.85,-1.45,-4.84,-1.49,-4.76,4.76,4.59,1.69,3.31,3.26,3.39
6418.40,-1.55,-4.85,-1.45,-4.62,4.62,4.44,1.71,3.07,3.16,3.30
6482.58,-1.60,-4.78,-1.42,-4.46,4.46,4.27,1.74,2.86,3.03,3.18
6547.41,-1.60,-4.61,-1.41,-4.28,4.28,4.10,1.76,2.68,2.87,3.01
6612.88,-1.52,-4.32,-1.42,-4.10,4.10,3.93,1.79,2.58,2.68,2.80
6679.01,-1.40,-3.96,-1.46,-3.92,3.92,3.75,1.82,2.52,2.46,2.56
6745.80,-1.37,-3.67,-1.53,-3.76,3.76,3.57,1.84,2.39,2.23,2.30
6813.26,-1.37,-3.38,-1.62,-3.59,3.59,3.39,1.87,2.22,1.98,2.01
6881.39,-1.37,-3.07,-1.73,-3.45,3.45,3.21,1.90,2.08,1.72,1.70
6950.21,-1.55,-2.95,-1.87,-3.32,3.32,3.04,1.93,1.77,1.46,1.40
7019.71,-1.71,-2.82,-2.03,-3.22,3.22,2.87,1.96,1.51,1.19,1.11
7089.91,-2.10,-2.92,-2.19,-3.13,3.13,2.71,1.99,1.03,0.94,0.82
7160.81,-2.51,-3.05,-2.36,-3.04,3.04,2.55,2.01,0.53,0.69,0.54
7232.41,-2.84,-3.09,-2.52,-2.97,2.97,2.40,2.04,0.13,0.45,0.25
7304.74,-3.11,-3.08,-2.69,-2.91,2.91,2.25,2.06,-0.20,0.23,-0.03
7377.79,-3.36,-3.06,-2.82,-2.84,2.84,2.11,2.08,-0.52,0.02,-0.30
7451.56,-3.46,-2.91,-2.91,-2.75,2.75,1.98,2.10,-0.71,-0.16,-0.55
7526.08,-3.61,-2.81,-2.94,-2.62,2.62,1.85,2.12,-0.99,-0.32,-0.80
7601.34,-3.65,-2.62,-2.91,-2.46,2.46,1.73,2.13,-1.19,-0.45,-1.03
7677.35,-3.53,-2.29,-2.81,-2.25,2.25,1.61,2.14,-1.28,-0.56,-1.24
7754.13,-3.44,-2.01,-2.65,-2.01,2.01,1.50,2.14,-1.43,-0.64,-1.43
7831.67,-3.25,-1.66,-2.42,-1.73,1.73,1.39,2.14,-1.52,-0.68,-1.59
7909.98,-3.16,-1.43,-2.12,-1.43,1.43,1.29,2.13,-1.73,-0.69,-1.73
7989.08,-2.82,-1.00,-1.76,-1.10,1.10,1.20,2.12,-1.72,-0.66,-1.82
8068.98,-2.33,-0.46,-1.35,-0.75,0.75,1.10,2.10,-1.58,-0.59,-1.87
8149.67,-1.75,0.12,-0.87,-0.39,0.39,1.01,2.08,-1.36,-0.48,-1.87
8231.16,-1.17,0.63,-0.35,-0.02,0.02,0.93,2.05,-1.15,-0.33,-1.80
8313.47,-0.64,1.01,0.16,0.32,-0.32,0.85,2.01,-0.96,-0.15,-1.65
8396.61,-0.11,1.29,0.66,0.60,-0.60,0.77,1.97,-0.71,0.05,-1.40
8480.57,0.51,1.57,1.10,0.83,-0.83,0.70,1.93,-0.32,0.28,-1.06
8565.38,1.19,1.82,1.50,1.00,-1.00,0.63,1.88,0.19,0.51,-0.63
8651.03,1.96,2.05,1.85,1.12,-1.12,0.56,1.83,0.85,0.73,-0.09
8737.54,2.80,2.26,2.14,1.19,-1.19,0.49,1.77,1.61,0.94,0.54
8824.92,3.63,2.39,2.37,1.23,-1.23,0.43,1.71,2.40,1.13,1.24
8913.17,4.51,2.51,2.52,1.24,-1.24,0.37,1.64,3.27,1.28,2.00
9002.30,5.23,2.45,2.59,1.20,-1.20,0.31,1.57,4.03,1.40,2.78
9092.32,5.88,2.35,2.57,1.11,-1.11,0.25,1.50,4.77,1.46,3.53
9183.25,6.39,2.16,2.45,0.97,-0.97,0.20,1.43,5.42,1.48,4.23
9275.08,6.80,1.94,2.24,0.79,-0.79,0.14,1.36,6.01,1.45,4.86
9367.83,6.85,1.44,1.97,0.60,-0.60,0.09,1.28,6.25,1.37,5.41
9461.51,6.54,0.72,1.64,0.40,-0.40,0.04,1.21,6.14,1.25,5.82
9556.12,5.90,-0.16,1.30,0.22,-0.22,-0.01,1.13,5.68,1.08,6.06
9651.68,5.08,-1.02,0.97,0.09,-0.09,-0.06,1.05,4.99,0.88,6.10
9748.20,3.69,-2.28,0.65,-0.01,0.01,-0.11,0.98,3.70,0.66,5.97
9845.68,2.19,-3.45,0.36,-0.05,0.05,-0.16,0.90,2.24,0.42,5.64
9944.14,0.73,-4.43,0.11,-0.05,0.05,-0.21,0.82,0.78,0.16,5.16
10043.58,-0.37,-4.86,-0.11,-0.02,0.02,-0.25,0.75,-0.35,-0.10,4.49
10144.02,-1.05,-4.69,-0.33,0.02,-0.02,-0.30,0.67,-1.07,-0.36,3.64
10245.46,-1.33,-3.98,-0.54,0.07,-0.07,-0.34,0.60,-1.40,-0.61,2.65
10347.91,-1.17,-2.76,-0.73,0.13,-0.13,-0.39,0.52,-1.30,-0.87,1.59
10451.39,-0.90,-1.41,-0.90,0.21,-0.21,-0.43,0.45,-1.11,-1.11,0.51
10555.91,-0.72,-0.18,-1.05,0.30,-0.30,-0.48,0.37,-1.02,-1.35,-0.54
10661.46,-0.68,0.86,-1.18,0.41,-0.41,-0.52,0.30,-1.09,-1.59,-1.54
10768.08,-0.81,1.64,-1.29,0.52,-0.52,-0.57,0.22,-1.33,-1.82,-2.45
10875.76,-0.90,2.34,-1.41,0.63,-0.63,-0.61,0.15,-1.53,-2.04,-3.24
10984.52,-0.91,3.00,-1.55,0.72,-0.72,-0.66,0.08,-1.63,-2.26,-3.91
11094.36,-0.89,3.56,-1.71,0.77,-0.77,-0.70,0.00,-1.66,-2.48,-4.45
11205.31,-0.76,4.09,-1.90,0.80,-0.80,-0.75,-0.07,-1.56,-2.70,-4.85
11317.36,-0.43,4.74,-2.09,0.83,-0.83,-0.79,-0.15,-1.26,-2.92,-5.17
11430.53,-0.06,5.32,-2.29,0.85,-0.85,-0.84,-0.22,-0.91,-3.14,-5.38
11544.84,0.30,5.83,-2.50,0.87,-0.87,-0.88,-0.30,-0.57,-3.37,-5.53
11660.29,0.27,5.94,-2.73,0.86,-0.86,-0.93,-0.38,-0.59,-3.60,-5.67
11776.89,0.05,5.89,-3.00,0.83,-0.83,-0.98,-0.46,-0.78,-3.83,-5.84
11894.66,-0.04,5.99,-3.29,0.78,-0.78,-1.03,-0.54,-0.82,-4.06,-6.03
12013.60,-0.25,6.03,-3.59,0.71,-0.71,-1.08,-0.62,-0.96,-4.30,-6.28
12133.74,-0.61,5.93,-3.90,0.64,-0.64,-1.13,-0.71,-1.25,-4.54,-6.54
12255.08,-1.10,5.72,-4.22,0.57,-0.57,-1.18,-0.80,-1.67,-4.79,-6.82
12377.63,-1.70,5.44,-4.36,0.62,-0.62,-1.23,-0.89,-2.32,-4.97,-7.14
12501.41,-2.35,5.14,-4.49,0.67,-0.67,-1.29,-0.99,-3.02,-5.16,-7.49
12626.42,-3.45,4.41,-4.62,0.74,-0.74,-1.35,-1.09,-4.19,-5.36,-7.86
12752.68,-5.12,3.06,-4.74,0.81,-0.81,-1.40,-1.19,-5.93,-5.55,-8.18
12880.21,-7.49,0.95,-4.86,0.89,-0.89,-1.46,-1.30,-8.38,-5.75,-8.44
13009.01,-10.85,-2.23,-4.97,0.98,-0.98,-1.52,-1.42,-11.83,-5.95,-8.62
13139.10,-14.96,-6.24,-5.08,1.07,-1.07,-1.59,-1.55,-16.03,-6.15,-8.72
13270.49,-19.69,-10.96,-5.18,1.17,-1.17,-1.65,-1.68,-20.86,-6.35,-8.73
13403.20,-23.71,-15.06,-5.28,1.27,-1.27,-1.72,-1.82,-24.98,-6.55,-8.65
13537.23,-22.29,-13.78,-5.38,1.38,-1.38,-1.79,-1.96,-23.67,-6.76,-8.51
13672.60,-17.82,-9.49,-5.48,1.49,-1.49,-1.86,-2.12,-19.31,-6.97,-8.33
13809.33,-13.26,-5.13,-5.58,1.61,-1.61,-1.93,-2.29,-14.87,-7.18,-8.13
13947.42,-10.21,-2.28,-5.67,1.73,-1.73,-2.01,-2.47,-11.94,-7.40,-7.93
14086.90,-8.44,-0.67,-5.76,1.85,-1.85,-2.09,-2.67,-10.29,-7.61,-7.77
14227.77,-7.67,0.01,-5.85,1.98,-1.98,-2.17,-2.87,-9.65,-7.83,-7.68
14370.04,-8.03,-0.30,-5.94,2.11,-2.11,-2.26,-3.10,-10.14,-8.06,-7.73
14513.74,-9.17,-1.25,-6.03,2.25,-2.25,-2.35,-3.33,-11.42,-8.28,-7.92
14658.88,-10.01,-1.75,-6.12,2.38,-2.38,-2.45,-3.58,-12.39,-8.51,-8.26
14805.47,-9.60,-0.88,-6.21,2.52,-2.52,-2.54,-3.83,-12.12,-8.74,-8.72
14953.52,-8.18,1.08,-6.30,2.67,-2.67,-2.65,-4.10,-10.85,-8.97,-9.26
15103.06,-6.40,3.45,-6.39,2.81,-2.81,-2.75,-4.36,-9.21,-9.20,-9.85
15254.09,-4.74,5.71,-6.48,2.96,-2.96,-2.87,-4.63,-7.70,-9.43,-10.45
15406.63,-3.53,7.51,-6.56,3.11,-3.11,-2.98,-4.87,-6.64,-9.67,-11.04
15560.70,-3.19,8.42,-6.65,3.26,-3.26,-3.11,-5.09,-6.45,-9.91,-11.61
15716.30,-3.65,8.46,-6.73,3.42,-3.42,-3.24,-5.26,-7.07,-10.15,-12.11
15873.47,-4.66,7.87,-6.82,3.58,-3.58,-3.37,-5.37,-8.24,-10.39,-12.53
16032.20,-5.95,6.94,-6.90,3.74,-3.74,-3.52,-5.40,-9.69,-10.64,-12.89
16192.52,-7.22,6.00,-6.98,3.91,-3.91,-3.67,-5.35,-11.13,-10.89,-13.22
16354.45,-8.04,5.40,-7.06,4.08,-4.08,-3.82,-5.21,-12.12,-11.14,-13.44
16517.99,-7.70,5.84,-7.14,4.25,-4.25,-3.99,-4.99,-11.95,-11.39,-13.54
16683.17,-7.16,6.34,-7.21,4.43,-4.43,-4.16,-4.70,-11.59,-11.64,-13.50
16850.01,-6.88,6.45,-7.29,4.61,-4.61,-4.35,-4.37,-11.49,-11.90,-13.33
17018.51,-7.30,5.76,-7.36,4.79,-4.79,-4.54,-4.01,-12.09,-12.16,-13.06
17188.69,-8.29,4.58,-7.44,4.98,-4.98,-4.74,-3.63,-13.27,-12.41,-12.87
17360.58,-9.45,3.19,-7.51,5.17,-5.17,-4.96,-3.26,-14.62,-12.68,-12.64
17534.18,-10.49,1.95,-7.58,5.36,-5.36,-5.18,-2.90,-15.85,-12.94,-12.44
17709.53,-10.48,1.79,-7.65,5.56,-5.56,-5.41,-2.57,-16.04,-13.21,-12.27
17886.62,-9.53,2.60,-7.72,5.76,-5.76,-5.66,-2.25,-15.29,-13.48,-12.13
18065.49,-8.35,3.76,-7.78,5.96,-5.96,-5.91,-1.97,-14.31,-13.75,-12.11
18246.14,-7.33,4.94,-7.85,6.17,-6.17,-6.17,-1.71,-13.50,-14.02,-12.27
18428.60,-7.04,5.38,-7.91,6.38,-6.38,-6.44,-1.48,-13.42,-14.29,-12.42
18612.89,-7.48,5.09,-7.97,6.60,-6.60,-6.70,-1.27,-14.08,-14.57,-12.57
18799.02,-7.35,5.37,-8.04,6.81,-6.81,-6.97,-1.08,-14.16,-14.85,-12.72
18987.01,-6.09,6.77,-8.10,7.03,-7.03,-7.22,-0.92,-13.12,-15.13,-12.86
19176.88,-4.50,8.81,-8.16,7.26,-7.26,-7.45,-0.77,-11.76,-15.41,-13.31
19368.65,-3.33,10.44,-8.21,7.48,-7.48,-7.64,-0.65,-10.82,-15.70,-13.77
19562.33,-2.69,11.54,-8.27,7.72,-7.72,-7.77,-0.54,-10.41,-15.99,-14.23
19757.96,-2.67,12.03,-8.33,7.95,-7.95,-7.81,-0.44,-10.62,-16.28,-14.70
19955.54,-3.08,12.07,-8.38,8.19,-8.19,-7.74,-0.35,-11.27,-16.57,-15.15
